date,sku,units,price,on_promotion
2023-06-02,SKU-ALPHA,309.0,24.99,False
2023-06-03,SKU-ALPHA,311.0,24.99,False
2023-06-04,SKU-ALPHA,283.0,24.99,False
2023-06-05,SKU-ALPHA,269.0,24.99,False
2023-06-06,SKU-ALPHA,285.0,24.99,False
2023-06-07,SKU-ALPHA,279.0,24.99,False
2023-06-08,SKU-ALPHA,304.0,24.99,False
2023-06-09,SKU-ALPHA,281.0,24.99,False
2023-06-10,SKU-ALPHA,332.0,24.99,False
2023-06-11,SKU-ALPHA,298.0,24.99,False
2023-06-12,SKU-ALPHA,293.0,24.99,False
2023-06-13,SKU-ALPHA,282.0,24.99,False
2023-06-14,SKU-ALPHA,310.0,24.99,False
2023-06-15,SKU-ALPHA,258.0,24.99,False
2023-06-16,SKU-ALPHA,330.0,24.99,False
2023-06-17,SKU-ALPHA,334.0,24.99,False
2023-06-18,SKU-ALPHA,303.0,24.99,False
2023-06-19,SKU-ALPHA,308.0,24.99,False
2023-06-20,SKU-ALPHA,277.0,24.99,False
2023-06-21,SKU-ALPHA,290.0,24.99,False
2023-06-22,SKU-ALPHA,321.0,24.99,False
2023-06-23,SKU-ALPHA,330.0,24.99,False
2023-06-24,SKU-ALPHA,333.0,24.99,False
2023-06-25,SKU-ALPHA,255.0,24.99,False
2023-06-26,SKU-ALPHA,313.0,24.99,False
2023-06-27,SKU-ALPHA,326.0,24.99,False
2023-06-28,SKU-ALPHA,324.0,24.99,False
2023-06-29,SKU-ALPHA,310.0,24.99,False
2023-06-30,SKU-ALPHA,273.0,24.99,False
2023-07-01,SKU-ALPHA,355.0,24.99,False
2023-07-02,SKU-ALPHA,423.0,21.24,True
2023-07-03,SKU-ALPHA,334.0,21.24,True
2023-07-04,SKU-ALPHA,441.0,21.24,True
2023-07-05,SKU-ALPHA,372.0,21.24,True
2023-07-06,SKU-ALPHA,268.0,24.99,False
2023-07-07,SKU-ALPHA,299.0,24.99,False
2023-07-08,SKU-ALPHA,364.0,24.99,False
2023-07-09,SKU-ALPHA,285.0,24.99,False
2023-07-10,SKU-ALPHA,305.0,24.99,False
2023-07-11,SKU-ALPHA,340.0,24.99,False
2023-07-12,SKU-ALPHA,337.0,24.99,False
2023-07-13,SKU-ALPHA,299.0,24.99,False
2023-07-14,SKU-ALPHA,309.0,24.99,False
2023-07-15,SKU-ALPHA,288.0,24.99,False
2023-07-16,SKU-ALPHA,275.0,24.99,False
2023-07-17,SKU-ALPHA,307.0,24.99,False
2023-07-18,SKU-ALPHA,302.0,24.99,False
2023-07-19,SKU-ALPHA,296.0,24.99,False
2023-07-20,SKU-ALPHA,327.0,24.99,False
2023-07-21,SKU-ALPHA,292.0,24.99,False
2023-07-22,SKU-ALPHA,321.0,24.99,False
2023-07-23,SKU-ALPHA,310.0,24.99,False
2023-07-24,SKU-ALPHA,309.0,24.99,False
2023-07-25,SKU-ALPHA,317.0,24.99,False
2023-07-26,SKU-ALPHA,301.0,24.99,False
2023-07-27,SKU-ALPHA,289.0,24.99,False
2023-07-28,SKU-ALPHA,321.0,24.99,False
2023-07-29,SKU-ALPHA,291.0,24.99,False
2023-07-30,SKU-ALPHA,246.0,24.99,False
2023-07-31,SKU-ALPHA,306.0,24.99,False
2023-08-01,SKU-ALPHA,285.0,24.99,False
2023-08-02,SKU-ALPHA,296.0,24.99,False
2023-08-03,SKU-ALPHA,250.0,24.99,False
2023-08-04,SKU-ALPHA,298.0,24.99,False
2023-08-05,SKU-ALPHA,299.0,24.99,False
2023-08-06,SKU-ALPHA,263.0,24.99,False
2023-08-07,SKU-ALPHA,229.0,24.99,False
2023-08-08,SKU-ALPHA,275.0,24.99,False
2023-08-09,SKU-ALPHA,308.0,24.99,False
2023-08-10,SKU-ALPHA,301.0,24.99,False
2023-08-11,SKU-ALPHA,287.0,24.99,False
2023-08-12,SKU-ALPHA,312.0,24.99,False
2023-08-13,SKU-ALPHA,301.0,24.99,False
2023-08-14,SKU-ALPHA,213.0,24.99,False
2023-08-15,SKU-ALPHA,277.0,24.99,False
2023-08-16,SKU-ALPHA,295.0,24.99,False
2023-08-17,SKU-ALPHA,305.0,24.99,False
2023-08-18,SKU-ALPHA,345.0,24.99,False
2023-08-19,SKU-ALPHA,340.0,24.99,False
2023-08-20,SKU-ALPHA,285.0,24.99,False
2023-08-21,SKU-ALPHA,287.0,24.99,False
2023-08-22,SKU-ALPHA,295.0,24.99,False
2023-08-23,SKU-ALPHA,263.0,24.99,False
2023-08-24,SKU-ALPHA,282.0,24.99,False
2023-08-25,SKU-ALPHA,319.0,24.99,False
2023-08-26,SKU-ALPHA,357.0,24.99,False
2023-08-27,SKU-ALPHA,269.0,24.99,False
2023-08-28,SKU-ALPHA,274.0,24.99,False
2023-08-29,SKU-ALPHA,276.0,24.99,False
2023-08-30,SKU-ALPHA,442.0,21.24,True
2023-08-31,SKU-ALPHA,402.0,21.24,True
2023-09-01,SKU-ALPHA,476.0,21.24,True
2023-09-02,SKU-ALPHA,395.0,21.24,True
2023-09-03,SKU-ALPHA,383.0,21.24,True
2023-09-04,SKU-ALPHA,266.0,24.99,False
2023-09-05,SKU-ALPHA,285.0,24.99,False
2023-09-06,SKU-ALPHA,293.0,24.99,False
2023-09-07,SKU-ALPHA,236.0,24.99,False
2023-09-08,SKU-ALPHA,261.0,24.99,False
2023-09-09,SKU-ALPHA,302.0,24.99,False
2023-09-10,SKU-ALPHA,248.0,24.99,False
2023-09-11,SKU-ALPHA,229.0,24.99,False
2023-09-12,SKU-ALPHA,286.0,24.99,False
2023-09-13,SKU-ALPHA,274.0,24.99,False
2023-09-14,SKU-ALPHA,280.0,24.99,False
2023-09-15,SKU-ALPHA,268.0,24.99,False
2023-09-16,SKU-ALPHA,314.0,24.99,False
2023-09-17,SKU-ALPHA,253.0,24.99,False
2023-09-18,SKU-ALPHA,286.0,24.99,False
2023-09-19,SKU-ALPHA,235.0,24.99,False
2023-09-20,SKU-ALPHA,238.0,24.99,False
2023-09-21,SKU-ALPHA,268.0,24.99,False
2023-09-22,SKU-ALPHA,257.0,24.99,False
2023-09-23,SKU-ALPHA,299.0,24.99,False
2023-09-24,SKU-ALPHA,260.0,24.99,False
2023-09-25,SKU-ALPHA,234.0,24.99,False
2023-09-26,SKU-ALPHA,253.0,24.99,False
2023-09-27,SKU-ALPHA,244.0,24.99,False
2023-09-28,SKU-ALPHA,279.0,24.99,False
2023-09-29,SKU-ALPHA,253.0,24.99,False
2023-09-30,SKU-ALPHA,265.0,24.99,False
2023-10-01,SKU-ALPHA,276.0,24.99,False
2023-10-02,SKU-ALPHA,301.0,24.99,False
2023-10-03,SKU-ALPHA,291.0,24.99,False
2023-10-04,SKU-ALPHA,249.0,24.99,False
2023-10-05,SKU-ALPHA,257.0,24.99,False
2023-10-06,SKU-ALPHA,300.0,24.99,False
2023-10-07,SKU-ALPHA,267.0,24.99,False
2023-10-08,SKU-ALPHA,222.0,24.99,False
2023-10-09,SKU-ALPHA,248.0,24.99,False
2023-10-10,SKU-ALPHA,251.0,24.99,False
2023-10-11,SKU-ALPHA,325.0,21.24,True
2023-10-12,SKU-ALPHA,306.0,21.24,True
2023-10-13,SKU-ALPHA,326.0,21.24,True
2023-10-14,SKU-ALPHA,408.0,21.24,True
2023-10-15,SKU-ALPHA,323.0,21.24,True
2023-10-16,SKU-ALPHA,344.0,21.24,True
2023-10-17,SKU-ALPHA,241.0,24.99,False
2023-10-18,SKU-ALPHA,251.0,24.99,False
2023-10-19,SKU-ALPHA,235.0,24.99,False
2023-10-20,SKU-ALPHA,265.0,24.99,False
2023-10-21,SKU-ALPHA,239.0,24.99,False
2023-10-22,SKU-ALPHA,227.0,24.99,False
2023-10-23,SKU-ALPHA,214.0,24.99,False
2023-10-24,SKU-ALPHA,256.0,24.99,False
2023-10-25,SKU-ALPHA,233.0,24.99,False
2023-10-26,SKU-ALPHA,222.0,24.99,False
2023-10-27,SKU-ALPHA,241.0,24.99,False
2023-10-28,SKU-ALPHA,250.0,24.99,False
2023-10-29,SKU-ALPHA,245.0,24.99,False
2023-10-30,SKU-ALPHA,199.0,24.99,False
2023-10-31,SKU-ALPHA,207.0,24.99,False
2023-11-01,SKU-ALPHA,222.0,24.99,False
2023-11-02,SKU-ALPHA,288.0,24.99,False
2023-11-03,SKU-ALPHA,265.0,24.99,False
2023-11-04,SKU-ALPHA,249.0,24.99,False
2023-11-05,SKU-ALPHA,241.0,24.99,False
2023-11-06,SKU-ALPHA,270.0,24.99,False
2023-11-07,SKU-ALPHA,220.0,24.99,False
2023-11-08,SKU-ALPHA,218.0,24.99,False
2023-11-09,SKU-ALPHA,256.0,24.99,False
2023-11-10,SKU-ALPHA,252.0,24.99,False
2023-11-11,SKU-ALPHA,263.0,24.99,False
2023-11-12,SKU-ALPHA,213.0,24.99,False
2023-11-13,SKU-ALPHA,264.0,24.99,False
2023-11-14,SKU-ALPHA,256.0,24.99,False
2023-11-15,SKU-ALPHA,234.0,24.99,False
2023-11-16,SKU-ALPHA,242.0,24.99,False
2023-11-17,SKU-ALPHA,194.0,24.99,False
2023-11-18,SKU-ALPHA,259.0,24.99,False
2023-11-19,SKU-ALPHA,217.0,24.99,False
2023-11-20,SKU-ALPHA,231.0,24.99,False
2023-11-21,SKU-ALPHA,233.0,24.99,False
2023-11-22,SKU-ALPHA,213.0,24.99,False
2023-11-23,SKU-ALPHA,191.0,24.99,False
2023-11-24,SKU-ALPHA,243.0,24.99,False
2023-11-25,SKU-ALPHA,226.0,24.99,False
2023-11-26,SKU-ALPHA,212.0,24.99,False
2023-11-27,SKU-ALPHA,302.0,21.24,True
2023-11-28,SKU-ALPHA,305.0,21.24,True
2023-11-29,SKU-ALPHA,251.0,21.24,True
2023-11-30,SKU-ALPHA,359.0,21.24,True
2023-12-01,SKU-ALPHA,346.0,21.24,True
2023-12-02,SKU-ALPHA,383.0,21.24,True
2023-12-03,SKU-ALPHA,255.0,24.99,False
2023-12-04,SKU-ALPHA,219.0,24.99,False
2023-12-05,SKU-ALPHA,181.0,24.99,False
2023-12-06,SKU-ALPHA,200.0,24.99,False
2023-12-07,SKU-ALPHA,198.0,24.99,False
2023-12-08,SKU-ALPHA,222.0,24.99,False
2023-12-09,SKU-ALPHA,241.0,24.99,False
2023-12-10,SKU-ALPHA,177.0,24.99,False
2023-12-11,SKU-ALPHA,225.0,24.99,False
2023-12-12,SKU-ALPHA,186.0,24.99,False
2023-12-13,SKU-ALPHA,222.0,24.99,False
2023-12-14,SKU-ALPHA,219.0,24.99,False
2023-12-15,SKU-ALPHA,304.0,24.99,False
2023-12-16,SKU-ALPHA,320.0,24.99,False
2023-12-17,SKU-ALPHA,277.0,24.99,False
2023-12-18,SKU-ALPHA,278.0,24.99,False
2023-12-19,SKU-ALPHA,246.0,24.99,False
2023-12-20,SKU-ALPHA,291.0,24.99,False
2023-12-21,SKU-ALPHA,349.0,24.99,False
2023-12-22,SKU-ALPHA,369.0,24.99,False
2023-12-23,SKU-ALPHA,361.0,24.99,False
2023-12-24,SKU-ALPHA,310.0,24.99,False
2023-12-25,SKU-ALPHA,277.0,24.99,False
2023-12-26,SKU-ALPHA,329.0,24.99,False
2023-12-27,SKU-ALPHA,292.0,24.99,False
2023-12-28,SKU-ALPHA,299.0,24.99,False
2023-12-29,SKU-ALPHA,306.0,24.99,False
2023-12-30,SKU-ALPHA,327.0,24.99,False
2023-12-31,SKU-ALPHA,282.0,24.99,False
2024-01-01,SKU-ALPHA,218.0,24.99,False
2024-01-02,SKU-ALPHA,196.0,24.99,False
2024-01-03,SKU-ALPHA,211.0,24.99,False
2024-01-04,SKU-ALPHA,270.0,24.99,False
2024-01-05,SKU-ALPHA,233.0,24.99,False
2024-01-06,SKU-ALPHA,237.0,24.99,False
2024-01-07,SKU-ALPHA,230.0,24.99,False
2024-01-08,SKU-ALPHA,236.0,24.99,False
2024-01-09,SKU-ALPHA,197.0,24.99,False
2024-01-10,SKU-ALPHA,314.0,21.24,True
2024-01-11,SKU-ALPHA,356.0,21.24,True
2024-01-12,SKU-ALPHA,352.0,21.24,True
2024-01-13,SKU-ALPHA,359.0,21.24,True
2024-01-14,SKU-ALPHA,366.0,21.24,True
2024-01-15,SKU-ALPHA,305.0,21.24,True
2024-01-16,SKU-ALPHA,324.0,21.24,True
2024-01-17,SKU-ALPHA,309.0,21.24,True
2024-01-18,SKU-ALPHA,260.0,24.99,False
2024-01-19,SKU-ALPHA,198.0,24.99,False
2024-01-20,SKU-ALPHA,233.0,24.99,False
2024-01-21,SKU-ALPHA,214.0,24.99,False
2024-01-22,SKU-ALPHA,241.0,24.99,False
2024-01-23,SKU-ALPHA,237.0,24.99,False
2024-01-24,SKU-ALPHA,256.0,24.99,False
2024-01-25,SKU-ALPHA,200.0,24.99,False
2024-01-26,SKU-ALPHA,261.0,24.99,False
2024-01-27,SKU-ALPHA,246.0,24.99,False
2024-01-28,SKU-ALPHA,215.0,24.99,False
2024-01-29,SKU-ALPHA,243.0,24.99,False
2024-01-30,SKU-ALPHA,210.0,24.99,False
2024-01-31,SKU-ALPHA,188.0,24.99,False
2024-02-01,SKU-ALPHA,229.0,24.99,False
2024-02-02,SKU-ALPHA,215.0,24.99,False
2024-02-03,SKU-ALPHA,242.0,24.99,False
2024-02-04,SKU-ALPHA,241.0,24.99,False
2024-02-05,SKU-ALPHA,242.0,24.99,False
2024-02-06,SKU-ALPHA,267.0,24.99,False
2024-02-07,SKU-ALPHA,231.0,24.99,False
2024-02-08,SKU-ALPHA,209.0,24.99,False
2024-02-09,SKU-ALPHA,237.0,24.99,False
2024-02-10,SKU-ALPHA,241.0,24.99,False
2024-02-11,SKU-ALPHA,212.0,24.99,False
2024-02-12,SKU-ALPHA,250.0,24.99,False
2024-02-13,SKU-ALPHA,225.0,24.99,False
2024-02-14,SKU-ALPHA,198.0,24.99,False
2024-02-15,SKU-ALPHA,263.0,24.99,False
2024-02-16,SKU-ALPHA,257.0,24.99,False
2024-02-17,SKU-ALPHA,277.0,24.99,False
2024-02-18,SKU-ALPHA,245.0,24.99,False
2024-02-19,SKU-ALPHA,260.0,24.99,False
2024-02-20,SKU-ALPHA,245.0,24.99,False
2024-02-21,SKU-ALPHA,273.0,24.99,False
2024-02-22,SKU-ALPHA,262.0,24.99,False
2024-02-23,SKU-ALPHA,275.0,24.99,False
2024-02-24,SKU-ALPHA,284.0,24.99,False
2024-02-25,SKU-ALPHA,216.0,24.99,False
2024-02-26,SKU-ALPHA,248.0,24.99,False
2024-02-27,SKU-ALPHA,244.0,24.99,False
2024-02-28,SKU-ALPHA,257.0,24.99,False
2024-02-29,SKU-ALPHA,227.0,24.99,False
2024-03-01,SKU-ALPHA,311.0,24.99,False
2024-03-02,SKU-ALPHA,283.0,24.99,False
2024-03-03,SKU-ALPHA,227.0,24.99,False
2024-03-04,SKU-ALPHA,218.0,24.99,False
2024-03-05,SKU-ALPHA,249.0,24.99,False
2024-03-06,SKU-ALPHA,256.0,24.99,False
2024-03-07,SKU-ALPHA,359.0,21.24,True
2024-03-08,SKU-ALPHA,406.0,21.24,True
2024-03-09,SKU-ALPHA,393.0,21.24,True
2024-03-10,SKU-ALPHA,397.0,21.24,True
2024-03-11,SKU-ALPHA,358.0,21.24,True
2024-03-12,SKU-ALPHA,378.0,21.24,True
2024-03-13,SKU-ALPHA,417.0,21.24,True
2024-03-14,SKU-ALPHA,334.0,24.99,False
2024-03-15,SKU-ALPHA,259.0,24.99,False
2024-03-16,SKU-ALPHA,282.0,24.99,False
2024-03-17,SKU-ALPHA,247.0,24.99,False
2024-03-18,SKU-ALPHA,289.0,24.99,False
2024-03-19,SKU-ALPHA,240.0,24.99,False
2024-03-20,SKU-ALPHA,259.0,24.99,False
2024-03-21,SKU-ALPHA,277.0,24.99,False
2024-03-22,SKU-ALPHA,266.0,24.99,False
2024-03-23,SKU-ALPHA,275.0,24.99,False
2024-03-24,SKU-ALPHA,261.0,24.99,False
2024-03-25,SKU-ALPHA,224.0,24.99,False
2024-03-26,SKU-ALPHA,238.0,24.99,False
2024-03-27,SKU-ALPHA,266.0,24.99,False
2024-03-28,SKU-ALPHA,288.0,24.99,False
2024-03-29,SKU-ALPHA,293.0,24.99,False
2024-03-30,SKU-ALPHA,259.0,24.99,False
2024-03-31,SKU-ALPHA,268.0,24.99,False
2024-04-01,SKU-ALPHA,303.0,24.99,False
2024-04-02,SKU-ALPHA,294.0,24.99,False
2024-04-03,SKU-ALPHA,281.0,24.99,False
2024-04-04,SKU-ALPHA,268.0,24.99,False
2024-04-05,SKU-ALPHA,322.0,24.99,False
2024-04-06,SKU-ALPHA,299.0,24.99,False
2024-04-07,SKU-ALPHA,256.0,24.99,False
2024-04-08,SKU-ALPHA,268.0,24.99,False
2024-04-09,SKU-ALPHA,324.0,24.99,False
2024-04-10,SKU-ALPHA,295.0,24.99,False
2024-04-11,SKU-ALPHA,328.0,24.99,False
2024-04-12,SKU-ALPHA,298.0,24.99,False
2024-04-13,SKU-ALPHA,349.0,24.99,False
2024-04-14,SKU-ALPHA,276.0,24.99,False
2024-04-15,SKU-ALPHA,291.0,24.99,False
2024-04-16,SKU-ALPHA,358.0,24.99,False
2024-04-17,SKU-ALPHA,315.0,24.99,False
2024-04-18,SKU-ALPHA,289.0,24.99,False
2024-04-19,SKU-ALPHA,315.0,24.99,False
2024-04-20,SKU-ALPHA,338.0,24.99,False
2024-04-21,SKU-ALPHA,330.0,24.99,False
2024-04-22,SKU-ALPHA,288.0,24.99,False
2024-04-23,SKU-ALPHA,251.0,24.99,False
2024-04-24,SKU-ALPHA,293.0,24.99,False
2024-04-25,SKU-ALPHA,309.0,24.99,False
2024-04-26,SKU-ALPHA,327.0,24.99,False
2024-04-27,SKU-ALPHA,374.0,24.99,False
2024-04-28,SKU-ALPHA,451.0,21.24,True
2024-04-29,SKU-ALPHA,477.0,21.24,True
2024-04-30,SKU-ALPHA,396.0,21.24,True
2024-05-01,SKU-ALPHA,478.0,21.24,True
2024-05-02,SKU-ALPHA,541.0,21.24,True
2024-05-03,SKU-ALPHA,510.0,21.24,True
2024-05-04,SKU-ALPHA,348.0,24.99,False
2024-05-05,SKU-ALPHA,312.0,24.99,False
2024-05-06,SKU-ALPHA,361.0,24.99,False
2024-05-07,SKU-ALPHA,282.0,24.99,False
2024-05-08,SKU-ALPHA,308.0,24.99,False
2024-05-09,SKU-ALPHA,332.0,24.99,False
2024-05-10,SKU-ALPHA,356.0,24.99,False
2024-05-11,SKU-ALPHA,331.0,24.99,False
2024-05-12,SKU-ALPHA,321.0,24.99,False
2024-05-13,SKU-ALPHA,308.0,24.99,False
2024-05-14,SKU-ALPHA,316.0,24.99,False
2024-05-15,SKU-ALPHA,311.0,24.99,False
2024-05-16,SKU-ALPHA,290.0,24.99,False
2024-05-17,SKU-ALPHA,338.0,24.99,False
2024-05-18,SKU-ALPHA,377.0,24.99,False
2024-05-19,SKU-ALPHA,289.0,24.99,False
2024-05-20,SKU-ALPHA,313.0,24.99,False
2024-05-21,SKU-ALPHA,335.0,24.99,False
2024-05-22,SKU-ALPHA,288.0,24.99,False
2024-05-23,SKU-ALPHA,332.0,24.99,False
2024-05-24,SKU-ALPHA,309.0,24.99,False
2024-05-25,SKU-ALPHA,389.0,24.99,False
2024-05-26,SKU-ALPHA,386.0,24.99,False
2024-05-27,SKU-ALPHA,381.0,24.99,False
2024-05-28,SKU-ALPHA,313.0,24.99,False
2024-05-29,SKU-ALPHA,343.0,24.99,False
2024-05-30,SKU-ALPHA,333.0,24.99,False
2024-05-31,SKU-ALPHA,348.0,24.99,False
2024-06-01,SKU-ALPHA,406.0,24.99,False
2024-06-02,SKU-ALPHA,284.0,24.99,False
2024-06-03,SKU-ALPHA,356.0,24.99,False
2024-06-04,SKU-ALPHA,320.0,24.99,False
2024-06-05,SKU-ALPHA,529.0,21.24,True
2024-06-06,SKU-ALPHA,490.0,21.24,True
2024-06-07,SKU-ALPHA,473.0,21.24,True
2024-06-08,SKU-ALPHA,533.0,21.24,True
2024-06-09,SKU-ALPHA,501.0,21.24,True
2024-06-10,SKU-ALPHA,476.0,21.24,True
2024-06-11,SKU-ALPHA,489.0,21.24,True
2024-06-12,SKU-ALPHA,450.0,21.24,True
2024-06-13,SKU-ALPHA,270.0,24.99,False
2024-06-14,SKU-ALPHA,377.0,24.99,False
2024-06-15,SKU-ALPHA,383.0,24.99,False
2024-06-16,SKU-ALPHA,330.0,24.99,False
2024-06-17,SKU-ALPHA,330.0,24.99,False
2024-06-18,SKU-ALPHA,355.0,24.99,False
2024-06-19,SKU-ALPHA,313.0,24.99,False
2024-06-20,SKU-ALPHA,313.0,24.99,False
2024-06-21,SKU-ALPHA,344.0,24.99,False
2024-06-22,SKU-ALPHA,399.0,24.99,False
2024-06-23,SKU-ALPHA,285.0,24.99,False
2024-06-24,SKU-ALPHA,364.0,24.99,False
2024-06-25,SKU-ALPHA,306.0,24.99,False
2024-06-26,SKU-ALPHA,294.0,24.99,False
2024-06-27,SKU-ALPHA,373.0,24.99,False
2024-06-28,SKU-ALPHA,347.0,24.99,False
2024-06-29,SKU-ALPHA,318.0,24.99,False
2024-06-30,SKU-ALPHA,315.0,24.99,False
2024-07-01,SKU-ALPHA,356.0,24.99,False
2024-07-02,SKU-ALPHA,359.0,24.99,False
2024-07-03,SKU-ALPHA,314.0,24.99,False
2024-07-04,SKU-ALPHA,346.0,24.99,False
2024-07-05,SKU-ALPHA,372.0,24.99,False
2024-07-06,SKU-ALPHA,339.0,24.99,False
2024-07-07,SKU-ALPHA,335.0,24.99,False
2024-07-08,SKU-ALPHA,327.0,24.99,False
2024-07-09,SKU-ALPHA,308.0,24.99,False
2024-07-10,SKU-ALPHA,311.0,24.99,False
2024-07-11,SKU-ALPHA,335.0,24.99,False
2024-07-12,SKU-ALPHA,349.0,24.99,False
2024-07-13,SKU-ALPHA,340.0,24.99,False
2024-07-14,SKU-ALPHA,311.0,24.99,False
2024-07-15,SKU-ALPHA,359.0,24.99,False
2024-07-16,SKU-ALPHA,328.0,24.99,False
2024-07-17,SKU-ALPHA,349.0,24.99,False
2024-07-18,SKU-ALPHA,367.0,24.99,False
2024-07-19,SKU-ALPHA,364.0,24.99,False
2024-07-20,SKU-ALPHA,621.0,21.24,True
2024-07-21,SKU-ALPHA,431.0,21.24,True
2024-07-22,SKU-ALPHA,503.0,21.24,True
2024-07-23,SKU-ALPHA,450.0,21.24,True
2024-07-24,SKU-ALPHA,374.0,24.99,False
2024-07-25,SKU-ALPHA,378.0,24.99,False
2024-07-26,SKU-ALPHA,282.0,24.99,False
2024-07-27,SKU-ALPHA,322.0,24.99,False
2024-07-28,SKU-ALPHA,337.0,24.99,False
2024-07-29,SKU-ALPHA,343.0,24.99,False
2024-07-30,SKU-ALPHA,337.0,24.99,False
2024-07-31,SKU-ALPHA,316.0,24.99,False
2024-08-01,SKU-ALPHA,338.0,24.99,False
2024-08-02,SKU-ALPHA,359.0,24.99,False
2024-08-03,SKU-ALPHA,346.0,24.99,False
2024-08-04,SKU-ALPHA,344.0,24.99,False
2024-08-05,SKU-ALPHA,253.0,24.99,False
2024-08-06,SKU-ALPHA,330.0,24.99,False
2024-08-07,SKU-ALPHA,285.0,24.99,False
2024-08-08,SKU-ALPHA,349.0,24.99,False
2024-08-09,SKU-ALPHA,328.0,24.99,False
2024-08-10,SKU-ALPHA,317.0,24.99,False
2024-08-11,SKU-ALPHA,321.0,24.99,False
2024-08-12,SKU-ALPHA,287.0,24.99,False
2024-08-13,SKU-ALPHA,283.0,24.99,False
2024-08-14,SKU-ALPHA,266.0,24.99,False
2024-08-15,SKU-ALPHA,316.0,24.99,False
2024-08-16,SKU-ALPHA,345.0,24.99,False
2024-08-17,SKU-ALPHA,371.0,24.99,False
2024-08-18,SKU-ALPHA,302.0,24.99,False
2024-08-19,SKU-ALPHA,337.0,24.99,False
2024-08-20,SKU-ALPHA,304.0,24.99,False
2024-08-21,SKU-ALPHA,303.0,24.99,False
2024-08-22,SKU-ALPHA,328.0,24.99,False
2024-08-23,SKU-ALPHA,356.0,24.99,False
2024-08-24,SKU-ALPHA,324.0,24.99,False
2024-08-25,SKU-ALPHA,295.0,24.99,False
2024-08-26,SKU-ALPHA,299.0,24.99,False
2024-08-27,SKU-ALPHA,301.0,24.99,False
2024-08-28,SKU-ALPHA,276.0,24.99,False
2024-08-29,SKU-ALPHA,335.0,24.99,False
2024-08-30,SKU-ALPHA,308.0,24.99,False
2024-08-31,SKU-ALPHA,342.0,24.99,False
2024-09-01,SKU-ALPHA,274.0,24.99,False
2024-09-02,SKU-ALPHA,308.0,24.99,False
2024-09-03,SKU-ALPHA,304.0,24.99,False
2024-09-04,SKU-ALPHA,284.0,24.99,False
2024-09-05,SKU-ALPHA,356.0,24.99,False
2024-09-06,SKU-ALPHA,325.0,24.99,False
2024-09-07,SKU-ALPHA,374.0,24.99,False
2024-09-08,SKU-ALPHA,316.0,24.99,False
2024-09-09,SKU-ALPHA,275.0,24.99,False
2024-09-10,SKU-ALPHA,278.0,24.99,False
2024-09-11,SKU-ALPHA,301.0,24.99,False
2024-09-12,SKU-ALPHA,431.0,21.24,True
2024-09-13,SKU-ALPHA,449.0,21.24,True
2024-09-14,SKU-ALPHA,447.0,21.24,True
2024-09-15,SKU-ALPHA,239.0,24.99,False
2024-09-16,SKU-ALPHA,281.0,24.99,False
2024-09-17,SKU-ALPHA,226.0,24.99,False
2024-09-18,SKU-ALPHA,293.0,24.99,False
2024-09-19,SKU-ALPHA,271.0,24.99,False
2024-09-20,SKU-ALPHA,283.0,24.99,False
2024-09-21,SKU-ALPHA,304.0,24.99,False
2024-09-22,SKU-ALPHA,286.0,24.99,False
2024-09-23,SKU-ALPHA,245.0,24.99,False
2024-09-24,SKU-ALPHA,234.0,24.99,False
2024-09-25,SKU-ALPHA,251.0,24.99,False
2024-09-26,SKU-ALPHA,232.0,24.99,False
2024-09-27,SKU-ALPHA,270.0,24.99,False
2024-09-28,SKU-ALPHA,348.0,24.99,False
2024-09-29,SKU-ALPHA,248.0,24.99,False
2024-09-30,SKU-ALPHA,292.0,24.99,False
2024-10-01,SKU-ALPHA,238.0,24.99,False
2024-10-02,SKU-ALPHA,280.0,24.99,False
2024-10-03,SKU-ALPHA,270.0,24.99,False
2024-10-04,SKU-ALPHA,289.0,24.99,False
2024-10-05,SKU-ALPHA,313.0,24.99,False
2024-10-06,SKU-ALPHA,311.0,24.99,False
2024-10-07,SKU-ALPHA,275.0,24.99,False
2024-10-08,SKU-ALPHA,269.0,24.99,False
2024-10-09,SKU-ALPHA,244.0,24.99,False
2024-10-10,SKU-ALPHA,287.0,24.99,False
2024-10-11,SKU-ALPHA,278.0,24.99,False
2024-10-12,SKU-ALPHA,314.0,24.99,False
2024-10-13,SKU-ALPHA,262.0,24.99,False
2024-10-14,SKU-ALPHA,306.0,24.99,False
2024-10-15,SKU-ALPHA,214.0,24.99,False
2024-10-16,SKU-ALPHA,255.0,24.99,False
2024-10-17,SKU-ALPHA,289.0,24.99,False
2024-10-18,SKU-ALPHA,270.0,24.99,False
2024-10-19,SKU-ALPHA,266.0,24.99,False
2024-10-20,SKU-ALPHA,252.0,24.99,False
2024-10-21,SKU-ALPHA,228.0,24.99,False
2024-10-22,SKU-ALPHA,259.0,24.99,False
2024-10-23,SKU-ALPHA,313.0,24.99,False
2024-10-24,SKU-ALPHA,290.0,24.99,False
2024-10-25,SKU-ALPHA,246.0,24.99,False
2024-10-26,SKU-ALPHA,259.0,24.99,False
2024-10-27,SKU-ALPHA,244.0,24.99,False
2024-10-28,SKU-ALPHA,278.0,24.99,False
2024-10-29,SKU-ALPHA,233.0,24.99,False
2024-10-30,SKU-ALPHA,237.0,24.99,False
